name,category_name,category_label,level1_category_name,level2_category_name,level3_category_name,level4_category_name,level5_category_name,level6_category_name,latitude,longitude
Code 10,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.337842872730015,-71.0746211681193
Coffee & Quiet,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.374681918836416,-71.03342592147149
Coffee Break Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.252154296997304,-71.11841573632354
Coffee Central,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.36330787730205,-71.06852672855385
Coffee Connection @ 45 Francis,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.33551788330078,-71.1063232421875
Coffee Corner,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.35052614708811,-71.059054972349
Coffee Direct 2U,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.2668876692609,-71.1271270879529
Coffee House,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.3513479249515,-71.06106286032919
Coffee Shop,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.33945553549696,-71.0361663612709
Coffee South,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.36170433658891,-71.06984042040536
Coffee Turco,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.35385540461167,-71.1371909646839
Cold Stone Creamery,Ice Cream Parlor,Dining and Drinking > Dessert Shop > Ice Cream Parlor,Dining and Drinking,Dessert Shop,Ice Cream Parlor,,,,42.345863,-71.0821172
Cold Stone Creamery,Ice Cream Parlor,Dining and Drinking > Dessert Shop > Ice Cream Parlor,Dining and Drinking,Dessert Shop,Ice Cream Parlor,,,,42.35190179106479,-71.11894169142492
Coldstone ,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.35391555307424,-71.17215432726906
Colette,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.35237,-71.066188
Colette Bakery,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.342173,-71.080046
College Pizza And More,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.342719,-71.097292
Colonial Society,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.35831158995836,-71.06824341188685
Colonnade Bar,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.34963411902241,-71.07988846693355
Columbia Rd,Dive Bar,Dining and Drinking > Bar > Dive Bar,Dining and Drinking,Bar,Dive Bar,,,,42.33106295817886,-71.03578275054672
Columbo Yogurt Shop,Ice Cream Parlor,Dining and Drinking > Dessert Shop > Ice Cream Parlor,Dining and Drinking,Dessert Shop,Ice Cream Parlor,,,,42.36018524301469,-71.05495244347782
Comfort Kitchen,African Restaurant,Dining and Drinking > Restaurant > African Restaurant,Dining and Drinking,Restaurant,African Restaurant,,,,42.31744562481992,-71.06411024495833
Comitato Tricolore Per Gli Italiani Mel Mondo,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.36270917793136,-71.0552532548282
Commercial Lobster Company,Seafood Restaurant,Dining and Drinking > Restaurant > Seafood Restaurant,Dining and Drinking,Restaurant,Seafood Restaurant,,,,42.355503999999996,-71.054925
Committee,Mediterranean Restaurant,Dining and Drinking > Restaurant > Mediterranean Restaurant,Dining and Drinking,Restaurant,Mediterranean Restaurant,,,,42.35323439797056,-71.04621997263591
Common Cafe,Asian Restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,,,,42.33162431529344,-71.09822718599749
Common Grounds Café,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.339357241792364,-71.10025860964767
Common Grounds at Simmons College,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.33919296060819,-71.09994705045341
Common Sense Yogurt Shop,Frozen Yogurt Shop,Dining and Drinking > Dessert Shop > Frozen Yogurt Shop,Dining and Drinking,Dessert Shop,Frozen Yogurt Shop,,,,42.354968357942695,-71.06232935032567
Commonwealth Cold-Brew Coffee,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.34448765837636,-71.06478253243773
Commonwealth Fish and Beer Co,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.36369343871747,-71.06126826844833
Commonwealth Laan Brouwerij,Brewery,Dining and Drinking > Brewery,Dining and Drinking,Brewery,,,,,42.33973597435478,-71.15132780721822
Commonwealth Market,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.351622096479616,-71.1236785322799
Compliments,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.39659082055861,-71.15181514877861
Compliments,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.34646840248515,-71.12036900495352
Compliments Food Co.,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.346255131013535,-71.04311976216249
Concierge Lounge,Hotel Bar,Dining and Drinking > Bar > Hotel Bar,Dining and Drinking,Bar,Hotel Bar,,,,42.34733736943039,-71.07974365574097
Conde Naste Place,Cocktail Bar,Dining and Drinking > Bar > Cocktail Bar,Dining and Drinking,Bar,Cocktail Bar,,,,42.372143168516196,-71.06323299155265
Coneys Football Sunday,Sports Bar,Dining and Drinking > Bar > Sports Bar,Dining and Drinking,Bar,Sports Bar,,,,42.350897120659546,-71.13347113286311
Connexion Lounge,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.34734258715766,-71.07968673430487
Connolly's Publik House,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.36733084983544,-71.02323231015883
Conor Larkin Pub,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.338596105281376,-71.09279931404454
Contessa,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.352749,-71.071434
Coogan's,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.35845848361723,-71.0532841679233
Cookie Monstah,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.352481441276424,-71.08703104713571
Cookie Monstah,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.360296339777136,-71.05242655731509
Cookie Monstah (BU Bridge),Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.3552562294455,-71.11206347011081
Cookie Monstah (MGH),Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.359894686894634,-71.0500582497439
Cookie Monstah (NEU),Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.34007935941723,-71.09046839914971
Cool Foods,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.350450160976266,-71.088474220467
Cool Shade,Caribbean Restaurant,Dining and Drinking > Restaurant > Caribbean Restaurant,Dining and Drinking,Restaurant,Caribbean Restaurant,,,,42.311314,-71.08102
Cooligans,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.359314,-71.051303
Coordinator,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.366126413193705,-71.01425541450737
Coorsypalooza,Hookah Bar,Dining and Drinking > Bar > Hookah Bar,Dining and Drinking,Bar,Hookah Bar,,,,42.34982171445443,-71.04199844479272
Coppa,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.34346188154446,-71.0685670243057
Copper Kettle,Soup Spot,Dining and Drinking > Restaurant > Soup Spot,Dining and Drinking,Restaurant,Soup Spot,,,,42.350870175715905,-71.10873776867388
Coquette,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.347313,-71.043566
Coquette,French Restaurant,Dining and Drinking > Restaurant > French Restaurant,Dining and Drinking,Restaurant,French Restaurant,,,,42.347187937266725,-71.04278215881006
Coreanos,Korean Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Korean Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Korean Restaurant,,,42.352927934936744,-71.13293096464987
Coreys Chariot,Brewery,Dining and Drinking > Brewery,Dining and Drinking,Brewery,,,,,42.365225090091464,-71.0688930849856
Coriander,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.35204854459358,-71.07947227890935
Corner Cafe,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.3513479249515,-71.06106286032919
Corner Cafe,Dive Bar,Dining and Drinking > Bar > Dive Bar,Dining and Drinking,Bar,Dive Bar,,,,42.36553900123963,-71.05597708959631
Corner Mall Foodcourt,Food Court,Dining and Drinking > Food Court,Dining and Drinking,Food Court,,,,,42.35590592492356,-71.06077463389718
Corner Restaurant,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.378284,-71.06087
Corner o street,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.36484484877398,-71.06281841147181
Corner of the Sofa,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.32106767088574,-71.06060381160967
Cornish Pasty,Comfort Food Restaurant,Dining and Drinking > Restaurant > Comfort Food Restaurant,Dining and Drinking,Restaurant,Comfort Food Restaurant,,,,42.34979114468095,-71.08921011962822
Cornwall's,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.34926024242079,-71.09596610549202
Corporate Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.38077300246692,-71.0729900154122
Corrib Pub & Restaurant,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.28070545964597,-71.15803163626218
Cosi,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.35156137990508,-71.0722441319138
Cosi,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.34894436160155,-71.04093831619602
Cosi,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.367471,-71.01533
Cosi,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.362003326416016,-71.01853942871094
Cositas Ricas,Spanish Restaurant,Dining and Drinking > Restaurant > Spanish Restaurant,Dining and Drinking,Restaurant,Spanish Restaurant,,,,42.37210063414571,-71.03876120329159
Cosmica,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.34596481924566,-71.07091909296715
Cosmopolitan & Asian Cuisine,Asian Restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,,,,42.35727751324997,-71.0542552451309
Così,Sandwich Spot,Dining and Drinking > Restaurant > Sandwich Spot,Dining and Drinking,Restaurant,Sandwich Spot,,,,42.3541774465848,-71.05649351041603
Coterie,Cocktail Bar,Dining and Drinking > Bar > Cocktail Bar,Dining and Drinking,Bar,Cocktail Bar,,,,42.35209,-71.0686
Cottonwood Cafe,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.350319,-71.07293
Coulouras Lunch Co.,Burger Joint,Dining and Drinking > Restaurant > Burger Joint,Dining and Drinking,Restaurant,Burger Joint,,,,42.360944723328856,-71.06926334715142
Country Kitchen,Caribbean Restaurant,Dining and Drinking > Restaurant > Caribbean Restaurant,Dining and Drinking,Restaurant,Caribbean Restaurant,,,,42.29604110227097,-71.08720003211054
Country Life Vegetarian Restaurant,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.35678491359845,-71.05196910622129
Court Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.359248879900065,-71.06114744829766
Courtyard Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.336447618244975,-71.102441294931
Courtyard Marriott Bar,Hotel Bar,Dining and Drinking > Bar > Hotel Bar,Dining and Drinking,Bar,Hotel Bar,,,,42.326515197753906,-71.06021881103516
Courtyard Marriott Bar,Hotel Bar,Dining and Drinking > Bar > Hotel Bar,Dining and Drinking,Bar,Hotel Bar,,,,42.387408335855966,-71.01647905360758
Courtyard Tea Room,Tea Room,"Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room",Dining and Drinking,"Cafe, Coffee, and Tea House",Tea Room,,,,42.349537,-71.077586
Cousin Chris's house,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.28030585983589,-71.08715590045509
Cowscwitz,Steakhouse,Dining and Drinking > Restaurant > Steakhouse,Dining and Drinking,Restaurant,Steakhouse,,,,42.34787440380721,-71.08497445465828
Cp Baker and Co,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.35426712036133,-71.05484008789062
Cr Fine Arts,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.34718408782504,-71.05071017398556
Crabfest,Seafood Restaurant,Dining and Drinking > Restaurant > Seafood Restaurant,Dining and Drinking,Restaurant,Seafood Restaurant,,,,42.348633677978924,-71.09522813451515
Craft Beer Garden,Beer Garden,Dining and Drinking > Bar > Beer Garden,Dining and Drinking,Bar,Beer Garden,,,,42.36660168333714,-71.06142522707253
Craft Food Halls Allston,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.3641126,-71.1364048
Craft Table & Bar,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.37303456229638,-71.03616981714762
Craigie Burger,Burger Joint,Dining and Drinking > Restaurant > Burger Joint,Dining and Drinking,Restaurant,Burger Joint,,,,42.344055,-71.102196
Cranberry Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.335612318153856,-71.03724285191144
Cranberry Farms (BU GSU),American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.35070534005965,-71.10896673299607
Crave,Asian Restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,,,,42.35265551010567,-71.13136001668556
Crave - Mad For Chicken,Asian Restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,,,,42.35254576871663,-71.13136242952369
Crave Chinatown,Beer Bar,Dining and Drinking > Bar > Beer Bar,Dining and Drinking,Bar,Beer Bar,,,,42.35014109132619,-71.06073084027845
Cravin' Shallot,Food Truck,Dining and Drinking > Food Truck,Dining and Drinking,Food Truck,,,,,42.35990914045659,-71.05806797213059
Crazy Dough's Pizza,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.36627199351069,-71.06215400783638
Crazy Dough's Pizza,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.34331891533713,-71.16495098394789
Crazy Dough's Pizza-Artisan Slice Bar,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.346362645672606,-71.08240484846377
Crazy Good Kitchen (C.G.K. on Newbury),Burger Joint,Dining and Drinking > Restaurant > Burger Joint,Dining and Drinking,Restaurant,Burger Joint,,,,42.34919256766668,-71.08323228616422
Creative Allies,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.35034810891468,-71.07892592529204
Creative Restaurant Service,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.363642151182866,-71.05500589469702
Crepe & More,Creperie,Dining and Drinking > Creperie,Dining and Drinking,Creperie,,,,,42.351533,-71.055168
Crepe Bar,Creperie,Dining and Drinking > Creperie,Dining and Drinking,Creperie,,,,,42.34354150087993,-71.08340744780186
Crescent Ridge,Ice Cream Parlor,Dining and Drinking > Dessert Shop > Ice Cream Parlor,Dining and Drinking,Dessert Shop,Ice Cream Parlor,,,,42.361562,-71.057654
Crimson Pub,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.368520392371856,-71.12609844071328
Crispy Crêpes Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.34961134681662,-71.10565756007409
Crispy Dough Pizzeria,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.33222631970505,-71.09969962050478
Crocker and Winsor Seafoods,Seafood Restaurant,Dining and Drinking > Restaurant > Seafood Restaurant,Dining and Drinking,Restaurant,Seafood Restaurant,,,,42.33840075087898,-71.06082671057025
Croke Park Whitey's,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.33918741397193,-71.05132265907187
